place_id,website,clean_domain_names
a400e094b06af727bcb4b2f590f95cd8,https://lawofficeoffranciscomartinez.business.site/?gclid=EAIaIQobChMIzuvu9ZjS6gIVy-R3Ch2nwgrLEBAYASAAEgID1vD_BwE,lawofficeoffranciscomartinez.business.site
e7071f10d3ca690f025c955425df12a4,http://www.recoverylawcenterhawaii.com/?utm_source=local&utm_medium=organic&utm_campaign=GMB,www.recoverylawcenterhawaii.com
3103f47ca31ac19bbf24a4c9843d2508,https://www.barrow-law.com/,www.barrow-law.com
41668990d55388a5a20c7361372ebe47,https://1800theeagle.com/east-tucson/?utm_source=googsmbs&utm_medium=organic&utm_campaign=easttucson,1800theeagle.com
d91d26da1a4af5814bf789628407c992,https://jasonhubbardlaw.com/,jasonhubbardlaw.com
911cf26a9ac7700ee22b3bd30365670e,https://www.michaelgopin.com/montwood-dr/?utm_source=local&utm_medium=organic&utm_campaign=montwoodgmb,www.michaelgopin.com
4e17ab027d41de0b15d6bff6b1805dc8,https://dickersonlaw.com/?gclid=EAIaIQobChMIzuvu9ZjS6gIVy-R3Ch2nwgrLEBAYAiAAEgIKZPD_BwE,dickersonlaw.com
e25ab87089912f6a1f24441d71549f5a,https://www.macleanfirm.com/,www.macleanfirm.com
1fdde3fac323b1a4e3de1df70c7bef9d,https://www.denniswpottslaw.com/,www.denniswpottslaw.com
6c0383beca6f1501af53dc774859f11c,http://www.mgmillerlaw.com/,www.mgmillerlaw.com
9e6790b106e9fde5cd82ff1d9bfdf20d,https://guerralawgroup.com/,guerralawgroup.com
634a2b1ac1e68e8cbd3a1b4e8d4a414b,https://1800theeagle.com/tucson/?utm_source=googsmbs&utm_medium=organic&utm_campaign=tucson,1800theeagle.com
0cf3f0927a7ec4d329863c546a118991,http://www.personal-injury-hawaii.com/,www.personal-injury-hawaii.com
f81f2847df886558c29a2098164788bf,http://www.radlawfirm.com/,www.radlawfirm.com
b9a9dfd2b440d845821bfd0979472a09,https://lovettlawfirm.com/,lovettlawfirm.com
5d13f0930ddcce34c373c127efd5bb3f,https://montaglawoffice.com/,montaglawoffice.com
a1f5e222ec5b4846f4665b6ea2ad5c09,http://accidentlawyers-arizona.com/tucson-personal-injury-lawyers.html,accidentlawyers-arizona.com
0034e55773965167769f60b6a4633cb0,http://www.hawaii-injury-lawyer-attorney.com/,www.hawaii-injury-lawyer-attorney.com
3276730ada0e4355483444e70165784f,http://law-jms.com/,law-jms.com
2cfa23a9ef0d093dd0ff4acfbef18d39,https://www.michaelgopin.com/?utm_source=local&utm_medium=organic&utm_campaign=dyergmb,www.michaelgopin.com
460118f7d31aafe383dbbc62b39c30d8,http://www.treckerfritzlaw.com/,www.treckerfritzlaw.com
67af1bf046ba5198e5c71dad7d6a6eff,https://www.onelegalplace.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb%20local&utm_term=Fort%20Worth&utm_content=Homepage,www.onelegalplace.com
ef04d6918d5ce676ca8b01303816da82,https://www.knowleslawfirm.com/,www.knowleslawfirm.com
66de0feedf60017faf66eb8965afddcf,http://www.hiautoaccident.com/,www.hiautoaccident.com
a23d2097cff2a88d6cc699a4391f4a90,https://www.jgonzalezlawfirm.com/,www.jgonzalezlawfirm.com
ef91d45261a86aeb6e9dd669554b4a3e,https://1800theeagle.com/south-tucson/?utm_source=googsmbs&utm_medium=organic&utm_campaign=southtucson,1800theeagle.com
5a4728cf1dad8e83387e18b83f686d31,http://www.zdfirm.com/el-paso/,www.zdfirm.com
dc0c27eeb87896052edae3315b8daaec,https://www.shimchanglawyers.com/,www.shimchanglawyers.com
a8b53db4fdbae2a19e89090dff4be466,https://www.renschandrensch.com/,www.renschandrensch.com
c40c48a74625007255bb2453502d661a,https://1800theeagle.com/north-tucson/?utm_source=googsmbs&utm_medium=organic&utm_campaign=northtucson,1800theeagle.com
54e7dbc687e9e53cbf7b4bd0811b3b7b,https://www.injurylawhawaii.com/?utm_source=GMB&utm_medium=organic&utm_campaign=honolulu,www.injurylawhawaii.com
