city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id,city_id
St. Paul,St. Paul,MN,Minnesota,27123,Ramsey,27123,Ramsey,44.9477,-93.104,306621,2277,polygon,FALSE,TRUE,America/Chicago,2,55114 55117 55116 55119 55130 55101 55155 55102 55103 55106 55107 55104 55105 55108 55131 55133 55144 55145 55146 55164 55165 55170 55175,1840043899,141
Fort Collins,Fort Collins,CO,Colorado,8069,Larimer,08069,Larimer,40.5475,-105.0651,303184,1124,polygon,FALSE,TRUE,America/Denver,2,80521 80528 80526 80524 80525 80523 80527 80553,1840008986,142
Antioch,Antioch,CA,California,6013,Contra Costa,06013,Contra Costa,37.9789,-121.7957,302885,1469,polygon,FALSE,TRUE,America/Los_Angeles,2,94531 94509,1840106232,143
Henderson,Henderson,NV,Nevada,32003,Clark,32003,Clark,36.0146,-115.0362,302539,1115,polygon,FALSE,TRUE,America/Los_Angeles,2,89044 89052 89002 89074 89015 89014 89011 89012 89009 89077,1840051325,144
Trenton,Trenton,NJ,New Jersey,34021,Mercer,34021,Mercer,40.2236,-74.7641,296869,4328,polygon,FALSE,TRUE,America/New_York,2,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695,1840054501,145
Lakeland,Lakeland,FL,Florida,12105,Polk,12105,Polk,28.0557,-81.9545,291281,630,polygon,FALSE,TRUE,America/New_York,2,33813 33803 33801 33805 33815 33811 33802 33804 33806,1840012543,146
Shreveport,Shreveport,LA,Louisiana,22017,Caddo,22017|22015,Caddo|Bossier,32.4659,-93.7959,287432,692,polygon,FALSE,TRUE,America/Chicago,2,71129 71101 71103 71104 71105 71106 71107 71108 71109 71119 71118 71102 71120 71130 71133 71134 71135 71136 71138 71148 71149 71150 71151 71152 71153 71154 71156 71161 71162 71163 71164 71165 71166,1840105451,147
Davenport,Davenport,IA,Iowa,19163,Scott,19163,Scott,41.5563,-90.6052,287413,621,polygon,FALSE,TRUE,America/Chicago,2,52802 52803 52801 52806 52807 52804 52805 52808 52809,1840025142,148
Plano,Plano,TX,Texas,48085,Collin,48085|48121,Collin|Denton,33.0502,-96.7487,286143,1541,polygon,FALSE,TRUE,America/Chicago,2,75093 75023 75025 75024 75074 75075 75026 75086,1840086828,149
Rockford,Rockford,IL,Illinois,17201,Winnebago,17201,Winnebago,42.2598,-89.0641,285562,882,polygon,FALSE,TRUE,America/Chicago,2,61114 61109 61108 61104 61107 61101 61103 61102 61105 61106 61110 61125 61126,1840020147,150
Newark,Newark,NJ,New Jersey,34013,Essex,34013,Essex,40.7245,-74.1725,285154,4560,polygon,FALSE,TRUE,America/New_York,2,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199,1840053276,151
Lincoln,Lincoln,NE,Nebraska,31109,Lancaster,31109,Lancaster,40.8088,-96.6796,285118,1159,polygon,FALSE,TRUE,America/Chicago,2,68528 68524 68526 68520 68521 68522 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68509 68529 68542 68544 68583 68588,1840051041,152
Round Lake Beach,Round Lake Beach,IL,Illinois,17097,Lake,17097,Lake,42.379,-88.0811,284607,2112,polygon,FALSE,TRUE,America/Chicago,2,60073,1840020165,153
South Bend,South Bend,IN,Indiana,18141,St. Joseph,18141,St. Joseph,41.6771,-86.2692,281100,950,polygon,FALSE,TRUE,America/Indiana/Indianapolis,2,46601 46635 46628 46616 46614 46615 46613 46619 46617 46624 46626 46634 46660 46680 46699,1840024826,154
Savannah,Savannah,GA,Georgia,13051,Chatham,13051,Chatham,32.0281,-81.1785,280082,544,polygon,FALSE,TRUE,America/New_York,2,31322 31409 31408 31401 31405 31404 31407 31406 31419 31415 31403 31412 31416 31418 31420 31421,1840014237,155
Irvine,Irvine,CA,California,6059,Orange,06059,Orange,33.6772,-117.7738,277453,1633,polygon,FALSE,TRUE,America/Los_Angeles,2,92617 92614 92612 92618 92620 92602 92603 92604 92606 92616 92619 92650 92697 92698,1840107507,156
Canton,Canton,OH,Ohio,39151,Stark,39151,Stark,40.8076,-81.3678,271184,1060,polygon,FALSE,TRUE,America/New_York,2,44714 44710 44702 44703 44706 44707 44704 44705 44708 44709 44711 44750 44799,1840065915,157
Jersey City,Jersey City,NJ,New Jersey,34017,Hudson,34017,Hudson,40.7161,-74.0683,270753,7090,polygon,FALSE,TRUE,America/New_York,2,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399,1840052981,158
Chula Vista,Chula Vista,CA,California,6073,San Diego,06073,San Diego,32.6281,-117.0145,270471,2104,polygon,FALSE,TRUE,America/Los_Angeles,2,91911 91910 91913 91915 91914 91902 91908 91909 91912 91921,1840107354,159
Eugene,Eugene,OR,Oregon,41039,Lane,41039,Lane,44.0563,-123.1173,267568,1476,polygon,FALSE,TRUE,America/Los_Angeles,2,97405 97404 97401 97403 97402 97440,1840071031,160
Reading,Reading,PA,Pennsylvania,42011,Berks,42011,Berks,40.34,-75.9267,267300,3475,polygon,FALSE,TRUE,America/New_York,2,19604 19601 19602 19611 19603 19612,1840075544,161
Lafayette,Lafayette,LA,Louisiana,22055,Lafayette,22055,Lafayette,30.2084,-92.0323,265746,882,polygon,FALSE,TRUE,America/Chicago,2,70508 70507 70506 70503 70501 70502 70504 70505 70509 70593 70596 70598,1840105427,162
St. Petersburg,St. Petersburg,FL,Florida,12103,Pinellas,12103,Pinellas,27.793,-82.6652,263255,1643,polygon,FALSE,TRUE,America/New_York,2,33707 33702 33762 33713 33712 33711 33710 33716 33715 33714 33705 33701 33703 33704 33729 33731 33732 33733 33734 33742 33743 33747,1840012315,163
Lubbock,Lubbock,TX,Texas,48303,Lubbock,48303,Lubbock,33.5642,-101.8871,262505,767,polygon,FALSE,TRUE,America/Chicago,2,79406 79423 79424 79416 79412 79413 79410 79411 79414 79404 79407 79401 79403 79415 79402 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499,1840088098,164
Peoria,Peoria,IL,Illinois,17143,Peoria,17143,Peoria,40.7521,-89.6155,262010,903,polygon,FALSE,TRUE,America/Chicago,2,61625 61606 61615 61614 61605 61602 61603 61604 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656,1840019992,165
Myrtle Beach,Myrtle Beach,SC,South Carolina,45051,Horry,45051,Horry,33.7096,-78.8842,260487,536,polygon,FALSE,TRUE,America/New_York,2,29572 29577 29578,1840081415,166
Laredo,Laredo,TX,Texas,48479,Webb,48479,Webb,27.5617,-99.4874,260244,965,polygon,FALSE,TRUE,America/Chicago,2,78046 78045 78043 78040 78041 78042,1840086656,167
Salem,Salem,OR,Oregon,41047,Marion,41047|41053,Marion|Polk,44.9232,-123.0245,259816,1347,polygon,FALSE,TRUE,America/Los_Angeles,2,97302 97301 97306 97304 97317 97309 97310 97311 97312 97313 97314,1840072273,168
Montgomery,Montgomery,AL,Alabama,1101,Montgomery,01101,Montgomery,32.3473,-86.2666,255908,481,polygon,FALSE,TRUE,America/Chicago,2,36064 36112 36113 36110 36111 36117 36115 36116 36108 36105 36104 36106 36109 36107 36101 36114 36118 36120 36121 36123 36124 36125 36130 36131 36132 36135 36140 36141 36142 36177 36191,1840007805,169
Chandler,Chandler,AZ,Arizona,4013,Maricopa,04013,Maricopa,33.2827,-111.8517,253458,1505,polygon,FALSE,TRUE,America/Phoenix,2,85248 85249 85226 85224 85225 85286 85246,1840000024,170
Anchorage,Anchorage,AK,Alaska,2020,Anchorage,02020,Anchorage,61.1508,-149.1091,253421,66,polygon,FALSE,TRUE,America/Anchorage,2,99518 99515 99517 99516 99513 99540 99567 99587 99508 99506 99507 99504 99505 99502 99503 99501 99577 99509 99511 99514 99520 99521 99522 99523 99524 99529 99530 99599,1840089974,171
Tallahassee,Tallahassee,FL,Florida,12073,Leon,12073,Leon,30.4551,-84.2527,253030,734,polygon,FALSE,TRUE,America/New_York,2,32311 32312 32399 32304 32303 32301 32309 32308 32302 32306 32307 32313 32314 32315 32316 32318 32395,1840013626,172
Scottsdale,Scottsdale,AZ,Arizona,4013,Maricopa,04013,Maricopa,33.6872,-111.8651,249950,524,polygon,FALSE,TRUE,America/Phoenix,2,85259 85258 85251 85250 85257 85255 85254 85266 85262 85260 85252 85261 85267 85271,1840000163,173
Killeen,Killeen,TX,Texas,48027,Bell,48027,Bell,31.0755,-97.7297,247489,1031,polygon,FALSE,TRUE,America/Chicago,2,76541 76543 76542 76549 76540 76547,1840087485,174
Glendale,Glendale,AZ,Arizona,4013,Maricopa,04013,Maricopa,33.5797,-112.2258,246709,1601,polygon,FALSE,TRUE,America/Phoenix,2,85301 85303 85302 85304 85306 85308 85305 85307 85309 85310 85311 85312 85318,1840000061,175
Wilmington,Wilmington,NC,North Carolina,37129,New Hanover,37129,New Hanover,34.2101,-77.886,245910,889,polygon,FALSE,TRUE,America/New_York,2,28409 28401 28405 28403 28412 28402 28406 28408,1840064390,176
Winter Haven,Winter Haven,FL,Florida,12105,Polk,12105,Polk,28.0118,-81.7017,245237,497,polygon,FALSE,TRUE,America/New_York,2,33881 33880 33884 33883 33885 33888,1840012494,177
Norfolk,Norfolk,VA,Virginia,51710,Norfolk,51710,Norfolk,36.8945,-76.259,244703,1773,polygon,FALSE,TRUE,America/New_York,2,23509 23508 23507 23504 23503 23502 23505 23518 23510 23513 23517 23551 23523 23511 23501 23506 23514 23515 23519 23529 23541,1840095173,178
North Las Vegas,North Las Vegas,NV,Nevada,32003,Clark,32003,Clark,36.288,-115.0901,242975,957,polygon,FALSE,TRUE,America/Los_Angeles,2,89032 89031 89030 89086 89084 89085 89081 89115 89033 89087,1840051124,179
Gilbert,Gilbert,AZ,Arizona,4013,Maricopa,04013,Maricopa,33.3103,-111.7463,242354,1374,polygon,FALSE,TRUE,America/Phoenix,2,85233 85234 85297 85296 85295 85298 85236 85299,1840000057,180
Atlantic City,Atlantic City,NJ,New Jersey,34001,Atlantic,34001,Atlantic,39.3797,-74.4527,241363,1378,polygon,FALSE,TRUE,America/New_York,2,08401 08404 08405,1840052374,181
Barnstable Town,Barnstable Town,MA,Massachusetts,25001,Barnstable,25001,Barnstable,41.6722,-70.3599,241132,284,polygon,FALSE,TRUE,America/New_York,2,02635 02637 02630 02632 02601 02655 02672 02675 02647 02648 02668 02634,1840040420,182
Chesapeake,Chesapeake,VA,Virginia,51550,Chesapeake,51550,Chesapeake,36.6778,-76.3024,240397,274,polygon,FALSE,TRUE,America/New_York,2,23325 23324 23323 23322 23321 23320 23326 23327 23328,1840095060,183
Irving,Irving,TX,Texas,48113,Dallas,48113,Dallas,32.8584,-96.9702,240373,1384,polygon,FALSE,TRUE,America/Chicago,2,75063 75061 75060 75038 75039 75062 75014 75015 75016 75017 75059 75261 75326 75368,1840086604,184
Hialeah,Hialeah,FL,Florida,12086,Miami-Dade,12086,Miami-Dade,25.8696,-80.3046,239673,4317,polygon,FALSE,TRUE,America/New_York,2,33014 33016 33010 33012 33013 33018,1840013345,185
Garland,Garland,TX,Texas,48113,Dallas,48113,Dallas,32.91,-96.6305,238002,1610,polygon,FALSE,TRUE,America/Chicago,2,75044 75041 75040 75043 75042 75046 75047 75049,1840089863,186
McKinney,McKinney,TX,Texas,48085,Collin,48085,Collin,33.2016,-96.6669,235134,1045,polygon,FALSE,TRUE,America/Chicago,2,75069 75070 75071 75072,1840086721,187
Fremont,Fremont,CA,California,6001,Alameda,06001,Alameda,37.5265,-121.9852,234962,1171,polygon,FALSE,TRUE,America/Los_Angeles,2,94536 94538 94539 94555 94537,1840011403,188
Visalia,Visalia,CA,California,6107,Tulare,06107,Tulare,36.3276,-119.3269,234573,1355,polygon,FALSE,TRUE,America/Los_Angeles,2,93277 93291 93292 93278 93279 93290,1840105770,189
York,York,PA,Pennsylvania,42133,York,42133,York,39.9651,-76.7315,234245,3219,polygon,FALSE,TRUE,America/New_York,2,17404 17401 17403 17405,1840076943,190
Kennewick,Kennewick,WA,Washington,53005,Benton,53005,Benton,46.1979,-119.1732,232915,1147,polygon,FALSE,TRUE,America/Los_Angeles,2,99337 99336 99338,1840097124,191
Evansville,Evansville,IN,Indiana,18163,Vanderburgh,18163,Vanderburgh,37.9881,-87.5341,232285,970,polygon,FALSE,TRUE,America/Chicago,2,47708 47714 47715 47710 47711 47713 47701 47702 47703 47704 47705 47706 47716 47719 47722 47724 47728 47730 47731 47732 47733 47734 47735 47736 47737 47740 47747 47750,1840022331,192
Paradise,Paradise,NV,Nevada,32003,Clark,32003,Clark,36.0807,-115.1369,231858,1915,polygon,FALSE,FALSE,America/Los_Angeles,2,89103 89102 89109 89183 89169 89118 89119 89121 89120 89123 89111 89132 89154 89159 89160 89170 89177 89193,1840112996,193
Nashua,Nashua,NH,New Hampshire,33011,Hillsborough,33011,Hillsborough,42.7491,-71.491,231262,1106,polygon,FALSE,TRUE,America/New_York,2,03062 03063 03060 03064 03061,1840051710,194
Brownsville,Brownsville,TX,Texas,48061,Cameron,48061,Cameron,25.998,-97.4565,227883,534,polygon,FALSE,TRUE,America/Matamoros,2,78521 78520 78526 78575 78578,1840088024,195
Appleton,Appleton,WI,Wisconsin,55087,Outagamie,55087|55015|55139,Outagamie|Calumet|Winnebago,44.2774,-88.3894,222222,1178,polygon,FALSE,TRUE,America/Chicago,2,54914 54915 54913 54911 54912 54919,1840100973,196
Gulfport,Gulfport,MS,Mississippi,28047,Harrison,28047,Harrison,30.4271,-89.0703,221348,498,polygon,FALSE,TRUE,America/Chicago,2,39501 39503 39507 39502 39505 39506,1840044311,197
Thousand Oaks,Thousand Oaks,CA,California,6111,Ventura,06111,Ventura,34.1914,-118.8755,218729,901,polygon,FALSE,TRUE,America/Los_Angeles,2,91320 91360 91361 91362 91319 91358 91359,1840107843,198
Avondale,Avondale,AZ,Arizona,4013,Maricopa,04013,Maricopa,33.3858,-112.3236,217192,716,polygon,FALSE,TRUE,America/Phoenix,2,85323 85392 85329,1840000007,199
San Bernardino,San Bernardino,CA,California,6071,San Bernardino,06071,San Bernardino,34.1417,-117.2945,216995,1350,polygon,FALSE,TRUE,America/Los_Angeles,2,92401 92407 92405 92408 92404 92411 92410 92346 92369 92403 92406 92413 92415 92418 92423 92427,1840107759,200
Bremerton,Bremerton,WA,Washington,53035,Kitsap,53035,Kitsap,47.5436,-122.7121,216480,556,polygon,FALSE,TRUE,America/Los_Angeles,2,98312 98314 98310 98367 98337,1840096996,201
Roanoke,Roanoke,VA,Virginia,51770,Roanoke,51770,Roanoke,37.2785,-79.958,216177,906,polygon,FALSE,TRUE,America/New_York,2,24014 24015 24016 24017 24011 24012 24013 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24022 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043,1840095295,202
Hickory,Hickory,NC,North Carolina,37035,Catawba,37035|37023|37027,Catawba|Burke|Caldwell,35.7426,-81.323,215353,529,polygon,FALSE,TRUE,America/New_York,2,28601 28602 28603,1840061447,203
Kalamazoo,Kalamazoo,MI,Michigan,26077,Kalamazoo,26077,Kalamazoo,42.2749,-85.5882,214083,1186,polygon,FALSE,TRUE,America/Detroit,2,49001 49006 49007 49008 49074 49005 49019,1840041378,204
Tacoma,Tacoma,WA,Washington,53053,Pierce,53053,Pierce,47.2431,-122.4531,213418,1657,polygon,FALSE,TRUE,America/Los_Angeles,2,98422 98421 98402 98403 98404 98405 98408 98409 98406 98407 98465 98416 98418 98444 98401 98411 98412 98413 98415 98417 98419 98471 98481 98490,1840097289,205
Fontana,Fontana,CA,California,6071,San Bernardino,06071,San Bernardino,34.0968,-117.4599,211815,1898,polygon,FALSE,TRUE,America/Los_Angeles,2,92335 92336 92337 92334 92402,1840105707,206
Green Bay,Green Bay,WI,Wisconsin,55009,Brown,55009,Brown,44.515,-87.9896,208625,892,polygon,FALSE,TRUE,America/Chicago,2,54311 54302 54304 54303 54301 54305 54306 54308,1840101423,207
College Station,College Station,TX,Texas,48041,Brazos,48041,Brazos,30.5852,-96.296,207308,858,polygon,FALSE,TRUE,America/Chicago,2,77845 77840 77841 77842 77843 77844 77881,1840087243,208
Moreno Valley,Moreno Valley,CA,California,6065,Riverside,06065,Riverside,33.9244,-117.2045,207226,1560,polygon,FALSE,TRUE,America/Los_Angeles,2,92551 92553 92555 92557 92552 92554 92556,1840107951,209
Amarillo,Amarillo,TX,Texas,48375,Potter,48375|48381,Potter|Randall,35.1989,-101.831,206072,759,polygon,FALSE,TRUE,America/Chicago,2,79121 79109 79101 79102 79103 79104 79106 79107 79118 79111 79110 79114 79116 79117 79120 79166 79168 79172 79174 79178 79189,1840087085,210
Fargo,Fargo,ND,North Dakota,38017,Cass,38017,Cass,46.8653,-96.8292,204820,949,polygon,FALSE,TRUE,America/Chicago,2,58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126,1840064828,211
Santa Barbara,Santa Barbara,CA,California,6083,Santa Barbara,06083,Santa Barbara,34.4285,-119.7202,204034,1823,polygon,FALSE,TRUE,America/Los_Angeles,2,93105 93101 93103 93109 93102 93106 93120 93121 93130 93140 93190,1840107776,212
Norwich,Norwich,CT,Connecticut,9011,New London,09011,New London,41.5495,-72.0882,203916,543,polygon,FALSE,TRUE,America/New_York,2,06380 06389 06360,1840009347,213
Yonkers,Yonkers,NY,New York,36119,Westchester,36119,Westchester,40.9466,-73.8674,202019,4330,polygon,FALSE,TRUE,America/New_York,2,10708 10703 10701 10705 10704 10707 10710 10702,1840058965,214
Huntington Beach,Huntington Beach,CA,California,6059,Orange,06059,Orange,33.696,-118.0025,201874,2886,polygon,FALSE,TRUE,America/Los_Angeles,2,92646 92647 92648 92649 90742 92605 92615,1840105717,215
Gainesville,Gainesville,FL,Florida,12001,Alachua,12001,Alachua,29.6804,-82.3458,199695,810,polygon,FALSE,TRUE,America/New_York,2,32609 32607 32612 32653 32608 32603 32601 32605 32604 32610 32611 32614 32627 32635,1840011812,216
Olympia,Olympia,WA,Washington,53067,Thurston,53067,Thurston,47.0417,-122.8959,196078,1092,polygon,FALSE,TRUE,America/Los_Angeles,2,98501 98502 98506 98504 98507 98508 98511,1840097879,217
North Port,North Port,FL,Florida,12115,Sarasota,12115,Sarasota,27.0577,-82.1975,195992,257,polygon,FALSE,TRUE,America/New_York,2,34286 34287 34288 34289 34293 34291 34266 34223 34290,1840012529,218
Spring Valley,Spring Valley,NV,Nevada,32003,Clark,32003,Clark,36.0987,-115.2619,195646,2271,polygon,FALSE,FALSE,America/Los_Angeles,2,89103 89147 89146 89148 89113 89117 89118 89150 89164,1840112788,219
Huntington,Huntington,WV,West Virginia,54011,Cabell,54011|54099,Cabell|Wayne,38.4109,-82.4344,194155,1120,polygon,FALSE,TRUE,America/New_York,2,25703 25702 25701 25705 25704 25706 25708 25709 25710 25711 25712 25713 25714 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25755 25772 25773 25774 25775 25776 25777 25778,1840098202,220
Deltona,Deltona,FL,Florida,12127,Volusia,12127,Volusia,28.905,-81.2136,194061,939,polygon,FALSE,TRUE,America/New_York,2,32725 32738 32739,1840011717,221
Sunrise Manor,Sunrise Manor,NV,Nevada,32003,Clark,32003,Clark,36.1785,-115.049,193854,2242,polygon,FALSE,FALSE,America/Los_Angeles,2,89104 89142 89110 89115 89156 89121 89122 89180,1840113528,222
Grand Prairie,Grand Prairie,TX,Texas,48113,Dallas,48113|48439|48139,Dallas|Tarrant|Ellis,32.687,-97.0209,193837,1034,polygon,FALSE,TRUE,America/Chicago,2,75052 75050 75051 75054 75053 75265,1840086551,223
Salinas,Salinas,CA,California,6053,Monterey,06053,Monterey,36.6884,-121.6317,193590,2597,polygon,FALSE,TRUE,America/Los_Angeles,2,93901 93905 93906 93902 93915,1840011448,224
Waterbury,Waterbury,CT,Connecticut,9009,New Haven,09009,New Haven,41.5583,-73.0361,191484,1470,polygon,FALSE,TRUE,America/New_York,2,06708 06702 06704 06706 06705 06710 06701 06703 06720 06721 06722 06723 06724 06725 06726,1840009476,225
Overland Park,Overland Park,KS,Kansas,20091,Johnson,20091,Johnson,38.887,-94.687,191278,982,polygon,FALSE,TRUE,America/Chicago,2,66214 66210 66211 66212 66213 66224 66221 66223 66209 66202 66207 66204 66062 66085 66201 66225 66276 66282 66283,1840027569,226
Waco,Waco,TX,Texas,48309,McLennan,48309,McLennan,31.5597,-97.1882,188448,591,polygon,FALSE,TRUE,America/Chicago,2,76798 76710 76711 76712 76708 76701 76707 76706 76704 76702 76703 76714 76797 76799,1840087948,227
Erie,Erie,PA,Pennsylvania,42049,Erie,42049,Erie,42.1168,-80.0733,188079,1964,polygon,FALSE,TRUE,America/New_York,2,16546 16510 16511 16508 16502 16507 16504 16503 16501 16512 16514 16522 16530 16534 16538 16541 16544 16550 16553,1840073460,228
Cedar Rapids,Cedar Rapids,IA,Iowa,19113,Linn,19113,Linn,41.9667,-91.6781,186160,720,polygon,FALSE,TRUE,America/Chicago,2,52404 52405 52402 52401 52411 52403 52406 52407 52408 52409 52410 52497 52498 52499,1840026617,229
Hagerstown,Hagerstown,MD,Maryland,24043,Washington,24043,Washington,39.6402,-77.7217,185704,1279,polygon,FALSE,TRUE,America/New_York,2,21740 21742 21741 21747 21749,1840038846,230
Tempe,Tempe,AZ,Arizona,4013,Maricopa,04013,Maricopa,33.3881,-111.9318,185038,1787,polygon,FALSE,TRUE,America/Phoenix,2,85281 85282 85283 85284 85280 85285 85287,1840000186,231
Spartanburg,Spartanburg,SC,South Carolina,45083,Spartanburg,45083,Spartanburg,34.9437,-81.9256,183184,732,polygon,FALSE,TRUE,America/New_York,2,29302 29301 29307 29306 29304 29319,1840081547,232
Clarksville,Clarksville,TN,Tennessee,47125,Montgomery,47125,Montgomery,36.5696,-87.3428,182849,603,polygon,FALSE,TRUE,America/Chicago,2,42223 37043 37042 37040 37041 37044,1840082401,233
Gastonia,Gastonia,NC,North Carolina,37071,Gaston,37071,Gaston,35.2494,-81.1853,180974,572,polygon,FALSE,TRUE,America/New_York,2,28054 28056 28052,1840061377,234
Lorain,Lorain,OH,Ohio,39093,Lorain,39093,Lorain,41.4409,-82.184,180239,1041,polygon,FALSE,TRUE,America/New_York,2,44052 44053 44055,1840069195,235
Sioux Falls,Sioux Falls,SD,South Dakota,46099,Minnehaha,46099|46083,Minnehaha|Lincoln,43.5397,-96.7321,180204,881,polygon,FALSE,TRUE,America/Chicago,2,57110 57104 57105 57106 57107 57103 57108 57197 57117 57101 57109 57186 57193,1840082382,236
Fort Lauderdale,Fort Lauderdale,FL,Florida,12011,Broward,12011,Broward,26.1412,-80.1464,180072,2010,polygon,FALSE,TRUE,America/New_York,2,33301 33304 33305 33306 33308 33309 33334 33316 33315 33312 33311 33320 33336 33338 33339 33340 33346 33348 33394,1840011794,237
Newport News,Newport News,VA,Virginia,51700,Newport News,51700,Newport News,37.1051,-76.5185,179388,1002,polygon,FALSE,TRUE,America/New_York,2,23601 23603 23608 23604 23605 23606 23607 23602 23609 23612 23628 23630,1840095167,238
High Point,High Point,NC,North Carolina,37081,Guilford,37081|37057|37151|37067,Guilford|Davidson|Randolph|Forsyth,35.9905,-79.9937,177874,771,polygon,FALSE,TRUE,America/New_York,2,27282 27235 27262 27263 27265 27260 27261 27264 27268,1840061451,239
Santa Cruz,Santa Cruz,CA,California,6087,Santa Cruz,06087,Santa Cruz,36.9789,-122.0346,177556,1970,polygon,FALSE,TRUE,America/Los_Angeles,2,95065 95064 95060 95062 95061 95063 95067,1840106973,240
Rancho Cucamonga,Rancho Cucamonga,CA,California,6071,San Bernardino,06071,San Bernardino,34.1248,-117.5666,177452,1707,polygon,FALSE,TRUE,America/Los_Angeles,2,91730 91701 91739 91737 91729,1840107945,241
Frisco,Frisco,TX,Texas,48085,Collin,48085|48121,Collin|Denton,33.1554,-96.8217,177286,1007,polygon,FALSE,TRUE,America/Chicago,2,75034 75035 75033 75036,1840086523,242
Danbury,Danbury,CT,Connecticut,9001,Fairfield,09001,Fairfield,41.4016,-73.471,177177,784,polygon,FALSE,TRUE,America/New_York,2,06810 06811 06813 06814 06816 06817,1840009171,243
Hemet,Hemet,CA,California,6065,Riverside,06065,Riverside,33.7341,-116.9969,176892,1123,polygon,FALSE,TRUE,America/Los_Angeles,2,92545 92543 92546,1840105713,244
Oceanside,Oceanside,CA,California,6073,San Diego,06073,San Diego,33.2247,-117.3083,176193,1649,polygon,FALSE,TRUE,America/Los_Angeles,2,92054 92057 92058 92056 92049 92051 92052 92068,1840105737,245
Ontario,Ontario,CA,California,6071,San Bernardino,06071,San Bernardino,34.0393,-117.6064,175841,1358,polygon,FALSE,TRUE,America/Los_Angeles,2,91762 91761 91764 91743 91758,1840105739,246
Vancouver,Vancouver,WA,Washington,53011,Clark,53011,Clark,45.6367,-122.597,175673,1386,polygon,FALSE,TRUE,America/Los_Angeles,2,98684 98664 98665 98660 98661 98662 98663 98682 98683 98687,1840097874,247
Garden Grove,Garden Grove,CA,California,6059,Orange,06059,Orange,33.7787,-117.9601,174226,3746,polygon,FALSE,TRUE,America/Los_Angeles,2,92844 92843 92840 92841 92845 92842 92846,1840107436,248
Nampa,Nampa,ID,Idaho,16027,Canyon,16027,Canyon,43.5843,-116.5628,173863,1122,polygon,FALSE,TRUE,America/Boise,2,83651 83686 83687,1840017900,249
Vallejo,Vallejo,CA,California,6095,Solano,06095,Solano,38.1133,-122.2359,173844,1536,polygon,FALSE,TRUE,America/Los_Angeles,2,94592 94590 94591 94589,1840107867,250
Elk Grove,Elk Grove,CA,California,6067,Sacramento,06067,Sacramento,38.416,-121.384,171844,1580,polygon,FALSE,TRUE,America/Los_Angeles,2,95757 95758 95624 95759,1840011395,251
Pembroke Pines,Pembroke Pines,FL,Florida,12011,Broward,12011,Broward,26.0128,-80.3382,170712,2009,polygon,FALSE,TRUE,America/New_York,2,33029 33028 33024 33026 33023 33027 33025 33084,1840012212,252
Bayamón,Bayamon,PR,Puerto Rico,72021,Bayamón,72021,Bayamón,18.3793,-66.1635,170245,2436,polygon,FALSE,FALSE,America/Puerto_Rico,2,00959 00957 00956 00934 00960 00961 00966 00916,1630113870,253
Medford,Medford,OR,Oregon,41029,Jackson,41029,Jackson,42.3372,-122.8537,168219,1225,polygon,FALSE,TRUE,America/Los_Angeles,2,97504 97501,1840071126,254
Corona,Corona,CA,California,6065,Riverside,06065,Riverside,33.862,-117.5641,167836,1643,polygon,FALSE,TRUE,America/Los_Angeles,2,92882 92880 92881 92879 92877 92878,1840105690,255
Murfreesboro,Murfreesboro,TN,Tennessee,47149,Rutherford,47149,Rutherford,35.8493,-86.4117,167055,864,polygon,FALSE,TRUE,America/Chicago,2,37132 37130 37129 37128 37127 37131 37133,1840083850,256
Marysville,Marysville,WA,Washington,53061,Snohomish,53061,Snohomish,48.081,-122.1558,166541,1289,polygon,FALSE,TRUE,America/Los_Angeles,2,98271 98270,1840097165,257
Cary,Cary,NC,North Carolina,37183,Wake,37183|37037,Wake|Chatham,35.7817,-78.8175,165904,1118,polygon,FALSE,TRUE,America/New_York,2,27560 27511 27518 27519 27513 27512,1840062885,258
Fredericksburg,Fredericksburg,VA,Virginia,51630,Fredericksburg,51630,Fredericksburg,38.2992,-77.4872,164976,1047,polygon,FALSE,TRUE,America/New_York,2,22401 22404 22412,1840094149,259
Ocala,Ocala,FL,Florida,12083,Marion,12083,Marion,29.178,-82.1511,164712,482,polygon,FALSE,TRUE,America/New_York,2,34475 34474 34471 34470 32111 34477 34478 34483,1840012148,260
